stride_lines	stride_bytes	train_step	avg_ns
50	3200	18	86
39	2496	17	203
39	2496	39	250
39	2496	5	223
39	2496	27	241
39	2496	35	190
39	2496	7	232
39	2496	13	225
39	2496	23	198
39	2496	31	217
39	2496	4	224
39	2496	22	229
39	2496	15	207
39	2496	11	172
39	2496	16	193
39	2496	20	180
39	2496	38	215
39	2496	33	195
39	2496	28	211
39	2496	19	192
39	2496	14	238
39	2496	30	207
39	2496	40	227
39	2496	12	225
39	2496	32	122
39	2496	1	83
39	2496	29	83
39	2496	21	84
39	2496	36	99
39	2496	8	84
39	2496	6	84
39	2496	3	83
39	2496	2	85
39	2496	9	187
39	2496	34	224
39	2496	37	194
39	2496	26	223
39	2496	25	224
39	2496	24	218
39	2496	10	225
39	2496	18	207
36	2304	17	169
36	2304	39	165
36	2304	5	169
36	2304	27	172
36	2304	35	161
36	2304	7	84
36	2304	13	222
36	2304	23	198
36	2304	31	206
36	2304	4	228
36	2304	22	209
36	2304	15	210
36	2304	11	177
36	2304	16	184
36	2304	20	87
36	2304	38	107
36	2304	33	85
36	2304	28	83
36	2304	19	85
36	2304	14	148
36	2304	30	85
36	2304	40	102
36	2304	12	167
36	2304	32	86
36	2304	1	87
36	2304	29	86
36	2304	21	84
36	2304	36	101
36	2304	8	87
36	2304	6	86
36	2304	3	84
36	2304	2	86
36	2304	9	165
36	2304	34	93
36	2304	37	93
36	2304	26	84
36	2304	25	84
36	2304	24	86
36	2304	10	144
36	2304	18	85
59	3776	17	250
59	3776	39	286
59	3776	5	239
59	3776	27	220
59	3776	35	179
59	3776	7	174
59	3776	13	172
59	3776	23	178
59	3776	31	177
59	3776	4	171
59	3776	22	173
59	3776	15	173
59	3776	11	170
59	3776	16	171
59	3776	20	169
59	3776	38	85
59	3776	33	86
59	3776	28	86
59	3776	19	86
59	3776	14	162
59	3776	30	172
59	3776	40	216
59	3776	12	169
59	3776	32	180
59	3776	1	183
59	3776	29	111
59	3776	21	86
59	3776	36	86
59	3776	8	85
59	3776	6	85
59	3776	3	85
59	3776	2	85
59	3776	9	87
59	3776	34	130
59	3776	37	169
59	3776	26	187
59	3776	25	211
59	3776	24	180
59	3776	10	180
59	3776	18	178
9	576	17	82
9	576	39	81
9	576	5	85
9	576	27	84
9	576	35	83
9	576	7	90
9	576	13	86
9	576	23	85
9	576	31	83
9	576	4	216
9	576	22	83
9	576	15	84
9	576	11	93
9	576	16	83
9	576	20	82
9	576	38	82
9	576	33	84
9	576	28	82
9	576	19	83
9	576	14	84
9	576	30	86
9	576	40	84
9	576	12	85
9	576	32	81
9	576	1	215
9	576	29	84
9	576	21	82
9	576	36	83
9	576	8	99
9	576	6	94
9	576	3	174
9	576	2	218
9	576	9	86
9	576	34	81
9	576	37	82
9	576	26	82
9	576	25	82
9	576	24	82
9	576	10	88
9	576	18	83
38	2432	17	294
38	2432	39	243
38	2432	5	209
38	2432	27	229
38	2432	35	199
38	2432	7	199
38	2432	13	197
38	2432	23	204
38	2432	31	206
38	2432	4	180
38	2432	22	193
38	2432	15	227
38	2432	11	205
38	2432	16	174
38	2432	20	200
38	2432	38	197
38	2432	33	186
